Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,423.0,424.95001220703125,419.5,424.25,421.6307373046875,6948329
2023-04-05,424.25,428.75,423.1499938964844,426.54998779296875,423.91650390625,8821326
2023-04-06,426.5,439.29998779296875,423.75,437.6499938964844,434.947998046875,10907492
2023-04-10,452.04998779296875,473.29998779296875,452.0,461.29998779296875,458.45196533203125,50462653
2023-04-11,463.75,463.75,455.79998779296875,458.70001220703125,455.8680419921875,14495222
2023-04-12,459.3500061035156,468.6000061035156,458.20001220703125,465.5,462.6260681152344,13552440
2023-04-13,464.95001220703125,472.0,463.25,469.5,466.6013488769531,12733670
2023-04-17,471.0,473.0,465.79998779296875,472.1499938964844,469.2349853515625,10710167
2023-04-18,475.0,483.3500061035156,468.1000061035156,473.0,470.07977294921875,16140056
2023-04-19,473.0,475.5,467.8500061035156,469.3999938964844,466.501953125,7368610
2023-04-20,473.70001220703125,479.70001220703125,469.3999938964844,476.79998779296875,473.85626220703125,14264206
2023-04-21,476.70001220703125,476.70001220703125,467.20001220703125,471.20001220703125,468.2908630371094,8478118
2023-04-24,471.20001220703125,476.0,468.29998779296875,475.20001220703125,472.26617431640625,8020593
2023-04-25,475.20001220703125,476.3999938964844,471.8999938964844,473.54998779296875,470.6263427734375,6888352
2023-04-26,473.0,479.5,472.6000061035156,478.20001220703125,475.2476501464844,7791425
2023-04-27,478.5,482.0,476.5,481.6000061035156,478.6266784667969,7085793
2023-04-28,481.3999938964844,488.0,478.3500061035156,484.95001220703125,481.95599365234375,9947813
2023-05-02,482.5,484.0,474.54998779296875,480.25,477.2850036621094,11542592
2023-05-03,480.25,485.1000061035156,477.75,483.70001220703125,480.7137145996094,8529233
2023-05-04,483.6000061035156,486.3999938964844,478.75,480.79998779296875,477.8315734863281,5650101
2023-05-05,481.6499938964844,484.70001220703125,476.1499938964844,477.1000061035156,474.1544494628906,4830674
2023-05-08,480.0,502.29998779296875,478.1000061035156,500.5,497.40997314453125,23515333
2023-05-09,502.0,512.7999877929688,501.54998779296875,503.6499938964844,500.54052734375,19818780
2023-05-10,508.0,512.9000244140625,504.3500061035156,509.5,506.3544006347656,12481404
2023-05-11,512.0,514.1500244140625,505.5,511.6000061035156,508.4414367675781,11454020
2023-05-12,513.9000244140625,520.5,510.29998779296875,515.9500122070312,512.7645874023438,19766717
2023-05-15,523.8499755859375,537.1500244140625,521.5,530.8499755859375,527.5725708007812,38270067
2023-05-16,533.9500122070312,535.9500122070312,518.8499755859375,521.1500244140625,517.9324951171875,16514882
2023-05-17,522.5,523.9500122070312,512.5,515.5,512.3173828125,13684847
2023-05-18,518.7999877929688,520.9000244140625,507.1000061035156,508.45001220703125,505.3109130859375,12293322
2023-05-19,509.79998779296875,526.4000244140625,504.75,524.9500122070312,521.708984375,19343560
2023-05-22,524.9500122070312,527.0,519.3499755859375,522.5,519.274169921875,9978339
2023-05-23,522.5,531.0,521.1500244140625,528.5,525.237060546875,12256902
2023-05-24,527.1500244140625,529.6500244140625,519.1500244140625,520.2000122070312,516.9884033203125,7648284
2023-05-25,518.0,518.0,509.1000061035156,514.8499755859375,511.67132568359375,11543712
2023-05-26,514.9000244140625,519.75,512.2000122070312,518.4500122070312,515.2491455078125,8360570
2023-05-29,525.0,525.0999755859375,519.7000122070312,521.4500122070312,518.2306518554688,6596504
2023-05-30,521.4500122070312,523.5,518.0,518.7999877929688,515.5969848632812,5134688
2023-05-31,519.9500122070312,527.5,516.4000244140625,526.2999877929688,523.0506591796875,12327284
2023-06-01,527.5,536.25,522.8499755859375,535.2000122070312,531.895751953125,12511265
2023-06-02,537.0,541.25,532.75,535.9000244140625,532.5914306640625,12294728
2023-06-05,539.0,548.7999877929688,537.9000244140625,546.25,542.8775634765625,15008325
2023-06-06,549.4500122070312,557.0,545.3499755859375,555.75,552.31884765625,15395092
2023-06-07,558.7999877929688,575.0,552.1500244140625,567.9500122070312,564.4435424804688,20855239
2023-06-08,570.0,576.5499877929688,557.0,559.7000122070312,556.2445068359375,21527339
2023-06-09,564.4000244140625,566.4500122070312,559.2999877929688,562.2999877929688,558.8284301757812,9361533
2023-06-12,567.0,568.9000244140625,560.6500244140625,564.1500244140625,560.6669921875,7599572
2023-06-13,567.7000122070312,571.0499877929688,560.75,562.2000122070312,558.7290649414062,12845897
2023-06-14,566.0,571.2000122070312,564.0,570.2999877929688,566.7789916992188,12713256
2023-06-15,571.7999877929688,575.0,567.75,568.4500122070312,564.9404907226562,12475759
2023-06-16,569.6500244140625,572.2000122070312,566.0499877929688,569.7999877929688,566.2821044921875,8736313
2023-06-19,570.6500244140625,573.2000122070312,564.2000122070312,566.0499877929688,562.5552978515625,6280388
2023-06-20,566.0499877929688,583.9500122070312,562.5,583.25,579.6491088867188,18074902
2023-06-21,584.9500122070312,585.9000244140625,574.5,581.4000244140625,577.810546875,9146332
2023-06-22,584.0,584.7000122070312,568.2000122070312,569.3499755859375,565.8348388671875,11229179
2023-06-23,570.0,571.1500244140625,557.7000122070312,559.6500244140625,556.19482421875,9362695
2023-06-26,560.0,569.0,557.7999877929688,567.8499755859375,564.3441162109375,6986621
2023-06-27,570.0,576.9000244140625,568.4500122070312,573.0999755859375,569.5617065429688,9404450
2023-06-28,579.0,590.0,575.5,586.6500244140625,583.028076171875,16720940
2023-06-30,588.3499755859375,599.0,588.0,595.5499877929688,591.8731689453125,12488047
2023-07-03,600.0,602.2999877929688,590.0,590.7999877929688,587.1524658203125,11131048
2023-07-04,594.4000244140625,596.4000244140625,589.5,591.4500122070312,587.7984619140625,6917886
2023-07-05,592.0,593.0,584.9500122070312,588.25,584.6182250976562,8715919
2023-07-06,590.7999877929688,604.9500122070312,588.5499877929688,600.7999877929688,597.0906982421875,14356681
2023-07-07,600.0,624.7999877929688,592.2000122070312,618.2000122070312,614.38330078125,21066726
2023-07-10,624.0,634.7999877929688,617.5499877929688,618.6500244140625,614.8305053710938,23802524
2023-07-11,624.9500122070312,630.4500122070312,622.1500244140625,628.5,624.6196899414062,12051173
2023-07-12,629.9500122070312,630.7999877929688,619.3499755859375,621.4500122070312,617.6132202148438,10785502
2023-07-13,625.0,626.5,615.5,620.6500244140625,616.8182373046875,9689708
2023-07-14,623.0,626.0,619.5,624.9000244140625,621.0419311523438,7010179
2023-07-17,626.9000244140625,627.0,617.1500244140625,618.5,614.6814575195312,7580645
2023-07-18,620.4000244140625,620.8499755859375,607.0,612.0999755859375,608.3209838867188,10359400
2023-07-19,614.0,625.2999877929688,610.1500244140625,620.5999755859375,616.7684326171875,11128348
2023-07-20,622.6500244140625,623.5999755859375,616.2000122070312,621.6500244140625,617.81201171875,7834891
2023-07-21,621.0,631.0,617.7000122070312,625.75,621.88671875,12914610
2023-07-24,627.9500122070312,634.4500122070312,626.25,629.25,625.3650512695312,12247844
2023-07-25,636.0,642.5,633.3499755859375,639.4500122070312,635.5021362304688,13988137
2023-07-26,640.0,665.4000244140625,639.0,641.0999755859375,637.1419067382812,31673714
2023-07-27,647.0,648.4500122070312,636.75,643.7000122070312,639.7258911132812,11696851
2023-07-28,646.0,646.0,631.7999877929688,635.2999877929688,633.3455200195312,9299530
2023-07-31,640.2000122070312,645.5499877929688,635.9000244140625,644.2999877929688,642.31787109375,7502361
2023-08-01,645.0,652.9000244140625,642.0,643.6500244140625,641.6698608398438,8924219
2023-08-02,644.0,644.2999877929688,616.4500122070312,622.6500244140625,620.7344970703125,15762687
2023-08-03,623.0,626.4500122070312,614.1500244140625,618.9500122070312,617.0458374023438,11458920
2023-08-04,624.8499755859375,625.0,613.2999877929688,615.0,613.1079711914062,11806739
2023-08-07,619.0,619.0,608.5,609.5,607.6249389648438,9893466
2023-08-08,612.5499877929688,614.75,605.25,607.2999877929688,605.431640625,8863640
2023-08-09,610.5999755859375,624.0,605.3499755859375,622.5499877929688,620.634765625,13362350
2023-08-10,623.0,628.2999877929688,598.0,618.25,616.3480224609375,53116980
2023-08-11,619.75,624.75,610.0,611.7999877929688,609.9178466796875,9347707
2023-08-14,612.0,612.0,594.5,607.3499755859375,605.4815063476562,14492164
2023-08-16,606.7000122070312,621.3499755859375,597.2999877929688,618.75,616.846435546875,14562074
2023-08-17,620.0,622.0,611.0,613.75,611.86181640625,12119293
2023-08-18,612.7999877929688,620.0999755859375,610.9000244140625,615.7999877929688,613.905517578125,11190760
2023-08-21,617.0,623.2999877929688,614.7999877929688,620.5,618.591064453125,9580365
2023-08-22,621.7999877929688,626.5,618.5999755859375,620.2000122070312,618.2919921875,8534395
2023-08-23,622.75,622.75,613.1500244140625,613.9000244140625,612.0114135742188,8248333
2023-08-24,618.0,619.0,609.6500244140625,610.9500122070312,609.0704345703125,7096025
2023-08-25,610.8499755859375,616.7000122070312,593.2999877929688,605.0999755859375,603.2384033203125,16075509
2023-08-28,605.4000244140625,608.5,601.5499877929688,602.4000244140625,600.5467529296875,7479254
2023-08-29,603.5999755859375,610.5,603.5999755859375,607.1500244140625,605.2821655273438,6956667
2023-08-30,611.2000122070312,612.9000244140625,605.0,605.5499877929688,603.6870727539062,5676055
2023-08-31,608.7999877929688,609.6500244140625,599.0499877929688,601.0,599.1510620117188,10544271
2023-09-01,604.2000122070312,614.9000244140625,601.9000244140625,611.2000122070312,609.3197021484375,10297492
2023-09-04,615.5999755859375,615.5999755859375,606.0,609.0,607.12646484375,8392665
2023-09-05,610.0,618.9000244140625,608.0499877929688,611.1500244140625,609.2698364257812,8560651
2023-09-06,611.1500244140625,612.5499877929688,605.5999755859375,610.25,608.3726196289062,6520064
2023-09-07,610.9000244140625,616.5,609.0499877929688,614.9000244140625,613.00830078125,6520293
2023-09-08,617.9500122070312,628.9000244140625,614.2000122070312,627.25,625.3203125,16190749
2023-09-11,634.6500244140625,635.4000244140625,630.5,634.8499755859375,632.8969116210938,8780510
2023-09-12,638.0,639.0,615.25,620.7999877929688,618.89013671875,12541377
2023-09-13,621.0,628.5,619.5499877929688,625.9000244140625,623.9744873046875,6988358
2023-09-14,628.0999755859375,630.7999877929688,623.2999877929688,624.5999755859375,622.6784057617188,5722295
2023-09-15,628.7000122070312,636.5,627.1500244140625,634.25,632.2987670898438,18917805
2023-09-18,635.9000244140625,644.2000122070312,633.1500244140625,640.6500244140625,638.6790771484375,11108349
2023-09-20,640.7000122070312,647.0,637.0,638.5,636.5357055664062,11777925
2023-09-21,638.5,641.7000122070312,624.0,627.0499877929688,625.1209106445312,9266854
2023-09-22,628.0,630.7999877929688,619.0,620.4500122070312,618.541259765625,6551917
2023-09-25,623.8499755859375,625.2000122070312,617.9000244140625,618.7000122070312,616.796630859375,6390681
2023-09-26,618.7000122070312,625.7000122070312,617.9500122070312,619.7999877929688,617.8931884765625,6271108
2023-09-27,619.9500122070312,621.9000244140625,616.75,620.1500244140625,618.2421875,5960490
2023-09-28,622.9000244140625,623.7999877929688,612.25,614.0999755859375,612.2107543945312,6768196
2023-09-29,618.7000122070312,633.0,617.0,630.2000122070312,628.26123046875,8969405
2023-10-03,632.5999755859375,632.6500244140625,618.5999755859375,620.4500122070312,618.541259765625,6894577
2023-10-04,620.7999877929688,620.7999877929688,608.2999877929688,613.5999755859375,611.7122802734375,7612709
2023-10-05,619.0,621.3499755859375,614.6500244140625,619.5999755859375,617.6937866210938,7893892
2023-10-06,627.0,627.3499755859375,620.0,622.4500122070312,620.5350952148438,7922379
2023-10-09,620.7999877929688,622.0,613.7000122070312,617.3499755859375,615.4507446289062,6381189
2023-10-10,620.0,632.5,617.5999755859375,630.5499877929688,628.6101684570312,9833429
2023-10-11,633.0,637.7999877929688,632.5999755859375,634.0,632.049560546875,7701931
2023-10-12,637.0,640.2000122070312,635.0499877929688,636.9500122070312,634.990478515625,5928732
2023-10-13,633.9500122070312,669.0,633.0,667.0999755859375,665.0476684570312,28011678
2023-10-16,668.5499877929688,677.7999877929688,661.25,666.2000122070312,664.1505126953125,20005816
2023-10-17,670.0,670.9000244140625,654.6500244140625,655.7000122070312,653.6828002929688,10263992
2023-10-18,658.5999755859375,672.25,653.7999877929688,668.5,666.4434204101562,14908778
2023-10-19,662.9500122070312,672.2999877929688,658.5999755859375,668.7999877929688,666.7424926757812,10633043
2023-10-20,666.6500244140625,676.4000244140625,660.5,663.2000122070312,661.1597290039062,11759568
2023-10-23,663.6500244140625,667.25,645.0,647.3499755859375,645.3584594726562,8564004
2023-10-25,650.0,651.9000244140625,636.0499877929688,637.8499755859375,635.8876953125,8229559
2023-10-26,635.0,635.6500244140625,624.1500244140625,626.5499877929688,624.6224365234375,8889373
2023-10-27,630.0,643.9500122070312,628.4500122070312,641.0499877929688,639.0778198242188,10232856
2023-10-30,643.7999877929688,643.7999877929688,621.8499755859375,628.5,626.5664672851562,12786883
2023-10-31,642.0,642.0,627.2999877929688,628.6500244140625,626.7160034179688,11395766
