Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,415.70001220703125,422.1499938964844,414.79998779296875,419.95001220703125,416.70556640625,1074114
2023-04-05,421.0,424.3999938964844,419.1000061035156,421.75,418.49163818359375,928669
2023-04-06,421.70001220703125,426.70001220703125,417.20001220703125,423.29998779296875,420.0296630859375,755991
2023-04-10,426.0,427.0,417.8999938964844,418.75,415.51483154296875,589290
2023-04-11,421.0,425.6499938964844,420.0,422.6499938964844,419.3846435546875,1076902
2023-04-12,423.04998779296875,441.0,422.6499938964844,432.04998779296875,428.7120361328125,2123272
2023-04-13,434.25,445.8999938964844,431.0,444.3500061035156,440.91705322265625,2568253
2023-04-17,443.8999938964844,462.25,437.6000061035156,459.20001220703125,455.65228271484375,3113424
2023-04-18,461.1499938964844,470.8999938964844,458.3999938964844,468.1000061035156,464.48358154296875,3283950
2023-04-19,468.8999938964844,468.8999938964844,457.04998779296875,464.75,461.159423828125,1081397
2023-04-20,461.0,479.8500061035156,461.0,477.6499938964844,473.9597473144531,3508797
2023-04-21,476.8500061035156,477.6000061035156,462.3500061035156,466.3500061035156,462.7470703125,1073677
2023-04-24,466.75,468.0,453.3500061035156,457.79998779296875,454.26312255859375,973271
2023-04-25,460.0,467.0,457.79998779296875,459.6499938964844,456.0988464355469,704092
2023-04-26,459.6499938964844,465.95001220703125,456.20001220703125,464.95001220703125,461.3578796386719,847880
2023-04-27,465.0,473.3999938964844,462.25,470.70001220703125,467.0634765625,703216
2023-04-28,474.95001220703125,490.0,474.3500061035156,480.0,476.2916259765625,2607948
2023-05-02,483.5,494.0,483.0,487.1499938964844,483.3863525390625,2112246
2023-05-03,485.8999938964844,498.70001220703125,482.54998779296875,489.5,485.7182312011719,1185103
2023-05-04,503.0,507.3500061035156,488.45001220703125,497.75,493.90447998046875,3966042
2023-05-05,497.5,511.6000061035156,492.6000061035156,500.29998779296875,496.4347839355469,2906461
2023-05-08,504.75,527.4000244140625,502.79998779296875,520.0,515.9826049804688,5157621
2023-05-09,520.9500122070312,527.3499755859375,516.2000122070312,521.7000122070312,517.66943359375,4720804
2023-05-10,523.9000244140625,545.0,519.5999755859375,539.4000244140625,535.2327270507812,5824799
2023-05-11,545.25,554.2000122070312,538.1500244140625,547.25,543.0220336914062,6443101
2023-05-12,570.0,574.0,530.0,534.0,529.8743896484375,9554296
2023-05-15,536.0,552.0,524.25,546.5999755859375,542.3770751953125,4609617
2023-05-16,548.5,554.5,541.0,542.9000244140625,538.7056274414062,3025986
2023-05-17,544.3499755859375,544.3499755859375,528.0,532.8499755859375,528.7332763671875,2825295
2023-05-18,535.0,537.6500244140625,520.0,521.5499877929688,517.5205688476562,2651993
2023-05-19,523.0999755859375,544.75,518.0,535.7999877929688,531.6605224609375,4011432
2023-05-22,535.0,542.2999877929688,527.5499877929688,528.8499755859375,524.76416015625,2036828
2023-05-23,532.75,544.7000122070312,528.5,529.8499755859375,525.7564086914062,2501404
2023-05-24,529.9500122070312,539.4500122070312,527.4000244140625,531.9000244140625,527.7906494140625,2403036
2023-05-25,533.2000122070312,541.5999755859375,525.75,528.3499755859375,524.26806640625,2665334
2023-05-26,532.9000244140625,547.7999877929688,530.0499877929688,539.1500244140625,534.984619140625,3362864
2023-05-29,540.4500122070312,552.5999755859375,535.0,536.5,532.3551025390625,3976323
2023-05-30,544.7000122070312,544.7000122070312,532.0,533.0999755859375,528.9813232421875,4055275
2023-05-31,511.8999938964844,573.4500122070312,503.0,541.5499877929688,537.3660888671875,81135054
2023-06-01,539.0,547.0,525.5,530.2000122070312,526.1038208007812,5829695
2023-06-02,536.0,537.0499877929688,528.0999755859375,531.75,527.6417846679688,2220700
2023-06-05,534.6500244140625,538.6500244140625,525.0499877929688,529.0499877929688,524.962646484375,1934956
2023-06-06,531.7000122070312,534.9000244140625,523.9500122070312,528.0499877929688,523.9703979492188,1404825
2023-06-07,529.9000244140625,534.6500244140625,528.3499755859375,532.9500122070312,528.83251953125,1519065
2023-06-08,534.0,544.0,528.5499877929688,530.5999755859375,526.5006103515625,2628912
2023-06-09,533.4000244140625,540.0,529.0999755859375,535.3499755859375,531.2139282226562,3872644
2023-06-12,535.7000122070312,537.4500122070312,527.1500244140625,528.8499755859375,524.76416015625,1088532
2023-06-13,532.0,534.2000122070312,528.0999755859375,529.6500244140625,525.5580444335938,1020347
2023-06-14,531.7999877929688,531.7999877929688,508.0,509.8500061035156,505.9110107421875,2256756
2023-06-15,512.2999877929688,518.9000244140625,512.2999877929688,514.4000244140625,510.4258728027344,1019204
2023-06-16,517.5999755859375,522.9000244140625,514.0999755859375,520.0,515.9826049804688,1214715
2023-06-19,521.75,530.0,520.0999755859375,522.4500122070312,518.4136352539062,1182382
2023-06-20,522.5999755859375,524.7999877929688,514.5999755859375,515.7999877929688,511.81500244140625,816671
2023-06-21,518.0,524.7999877929688,508.0,512.8499755859375,508.88775634765625,1682425
2023-06-22,516.0,521.0,512.3499755859375,514.0,510.0289001464844,725732
2023-06-23,516.0,516.9000244140625,505.29998779296875,506.8999938964844,502.9837951660156,668179
2023-06-26,508.5,518.0,508.45001220703125,516.3499755859375,512.3607788085938,1286593
2023-06-27,519.9000244140625,522.4000244140625,516.5499877929688,519.8499755859375,515.833740234375,802623
2023-06-28,523.7000122070312,529.8499755859375,513.2000122070312,514.9000244140625,510.92205810546875,1842935
2023-06-30,516.9000244140625,517.9000244140625,508.1000061035156,515.8499755859375,513.39013671875,1292014
2023-07-03,516.0499877929688,520.0,514.0499877929688,514.8499755859375,512.3948974609375,788224
2023-07-04,516.3499755859375,516.8499755859375,508.5,509.8999938964844,507.4685363769531,776522
2023-07-05,511.0,517.25,509.04998779296875,515.7999877929688,513.3403930664062,866807
2023-07-06,515.7999877929688,527.0,515.7999877929688,523.9500122070312,521.4515380859375,1385717
2023-07-07,528.0,540.0,524.0499877929688,535.2999877929688,532.7473754882812,3616985
2023-07-10,537.2000122070312,543.8499755859375,532.0,534.2999877929688,531.7521362304688,2035474
2023-07-11,540.0,548.7999877929688,538.1500244140625,540.1500244140625,537.5743408203125,2123513
2023-07-12,542.0499877929688,549.4000244140625,540.9000244140625,542.8499755859375,540.2613525390625,1847684
2023-07-13,545.7000122070312,550.7999877929688,533.0,542.4000244140625,539.8135986328125,1612941
2023-07-14,548.0,552.0,543.25,547.25,544.6404418945312,1312952
2023-07-17,549.2000122070312,551.4500122070312,539.25,544.4000244140625,541.8040771484375,1182995
2023-07-18,547.0,549.0,537.0999755859375,543.3499755859375,540.7589721679688,862210
2023-07-19,543.9000244140625,557.2000122070312,543.9000244140625,553.9500122070312,551.3085327148438,2227259
2023-07-20,555.9000244140625,565.0,555.0,563.4000244140625,560.7134399414062,1854360
